outbound,tcp,21520-51442,46.236.120.91
inbound,udp,29861-36331,222.188.17.114
outbound,udp,52279-36163,145.30.63.3-190.197.15.201
outbound,udp,1719-47299,97.135.82.38-207.87.186.170
inbound,tcp,51747,143.69.183.97
outbound,tcp,18485-3321,248.25.56.1
outbound,udp,13572-62504,2.126.203.119-241.73.90.235
outbound,udp,46881-37139,157.136.21.170
inbound,udp,51469-6511,248.16.155.64-163.242.3.33
outbound,udp,8911,223.33.83.194-236.52.139.151
outbound,tcp,40453,99.199.107.47-83.228.169.228
inbound,tcp,12348,180.163.157.173-113.119.163.138
outbound,tcp,53075,162.81.139.65-86.93.114.159
outbound,tcp,13315,234.172.33.148
inbound,tcp,9780-11078,121.83.86.38-157.77.23.239
inbound,tcp,4807,102.211.187.50-163.67.245.73
outbound,udp,53845,75.65.239.172
outbound,tcp,3621,173.175.126.16
inbound,tcp,18627-47099,180.178.56.28-158.133.128.60
outbound,udp,5086-41577,64.241.46.12
outbound,udp,13045-57473,65.196.212.108
inbound,udp,59856,203.7.141.15-107.223.191.7
outbound,tcp,12773-31922,28.27.189.159
outbound,udp,64395,228.245.164.142
outbound,tcp,33341-35996,216.50.151.155-31.200.216.10
inbound,udp,25017-20108,7.33.16.211-132.254.223.0
outbound,tcp,11111,37.106.241.58
inbound,tcp,15415,165.139.251.44-23.215.113.111
inbound,udp,44533-51893,116.21.121.105
outbound,tcp,63942,142.0.43.40-214.58.244.254
inbound,udp,6453-46028,179.186.129.66
inbound,tcp,51632-42387,250.83.212.134-39.126.125.173
outbound,tcp,50773,87.119.6.29-185.120.19.175
inbound,udp,33091-56018,98.202.127.171
inbound,tcp,28854-46458,15.109.0.248-94.171.247.169
outbound,udp,33800-24832,158.68.44.200-238.111.66.12
inbound,tcp,7424-8140,220.89.179.116-38.75.48.76
outbound,tcp,60428-28107,134.25.41.37
inbound,tcp,42967,211.189.52.255
outbound,udp,19571-52905,193.82.144.46
inbound,udp,32370-3273,19.164.133.211
inbound,udp,35788-15232,238.235.218.197
inbound,udp,29386,46.61.53.183-133.1.204.189
outbound,udp,9149,130.12.46.61
outbound,tcp,46251,95.199.166.2-168.178.205.241
inbound,tcp,40679,217.65.48.5-33.40.10.215
inbound,tcp,51166-8604,75.241.178.20-212.180.69.137
outbound,udp,4395-26868,107.28.221.246-79.164.14.168
inbound,tcp,20777,152.85.196.19
outbound,udp,22784-45117,60.28.37.176
inbound,udp,22372-59208,144.67.101.169-215.136.77.178
inbound,udp,43060-32169,159.236.122.248
inbound,udp,55758,20.38.59.206
inbound,tcp,56652-43252,40.10.193.85
outbound,tcp,30646-52653,200.205.223.194-109.190.134.172
outbound,tcp,35283,140.28.217.106
outbound,tcp,50129,129.79.233.34
outbound,udp,23377-21914,121.188.77.162-142.176.178.125
inbound,udp,44452,153.81.47.197-88.0.38.89
inbound,tcp,65414,34.242.173.62-19.240.162.241
outbound,udp,29356,238.25.42.192
outbound,udp,45722-62560,245.106.143.114
outbound,tcp,18835,101.188.46.175-70.12.214.154
inbound,tcp,11880,78.60.158.106-12.58.252.5
outbound,udp,5994-64309,130.37.251.203
outbound,tcp,52272-38412,112.105.49.253-120.173.95.125
outbound,tcp,60416-22105,154.30.59.22
inbound,tcp,29744-55614,191.246.17.161
inbound,udp,53569-48463,186.177.196.19
inbound,udp,30933-63438,73.114.144.232-38.235.147.148
inbound,tcp,38266,229.217.29.68-254.194.179.28
inbound,tcp,20012,226.212.22.231
inbound,tcp,21166-49403,246.78.136.29
outbound,tcp,31251-62766,33.109.226.157-59.103.171.149
outbound,udp,4146,233.34.99.109
inbound,tcp,58020-6638,103.145.118.76
outbound,tcp,53844,195.57.191.192-45.146.115.89
outbound,udp,55392,209.94.80.254-188.37.161.233
outbound,udp,53567,86.130.138.57
inbound,udp,44383,110.38.173.60
inbound,udp,63464-3927,167.161.26.41-56.167.122.119
inbound,udp,32035,162.150.186.125
inbound,tcp,39939,23.195.239.139-150.40.40.147
outbound,tcp,29101-24000,112.207.237.29
outbound,tcp,104,232.253.66.63
outbound,udp,62762-24235,175.223.182.39-58.25.213.226
inbound,tcp,41175,32.121.6.83
inbound,tcp,9661,36.144.168.46-141.125.7.45
outbound,tcp,2438,0.214.200.51
outbound,udp,39919-57257,197.166.182.138
inbound,tcp,65472,235.96.137.66
inbound,tcp,53623,32.132.124.14-192.120.59.55
outbound,tcp,1907-24502,72.56.41.43-15.62.100.232
outbound,tcp,100,224.144.127.180
outbound,udp,57038-13304,243.154.78.121-137.50.111.163
outbound,tcp,40207-2614,243.109.208.2-185.46.242.172
inbound,udp,19291,188.119.171.1-119.119.13.198
outbound,udp,57813,132.4.219.235-117.170.250.200
inbound,tcp,8946-55671,52.83.139.78-161.109.210.204
outbound,udp,36392-21254,97.102.151.32-78.181.112.60
outbound,tcp,46145,91.196.174.166-198.51.38.4
inbound,udp,24500,70.31.29.95-241.62.224.81
inbound,udp,32824-51553,1.74.116.206-70.171.201.235
outbound,tcp,44433-10596,18.211.134.87
outbound,tcp,16965-30416,157.199.166.253
inbound,tcp,43064,66.49.129.187
inbound,tcp,34502-18890,28.228.65.233
inbound,udp,50667,115.223.57.184
inbound,udp,55549,148.174.133.162-252.145.206.3
outbound,udp,15839,149.64.211.0-40.115.78.201
outbound,udp,29852,14.12.244.131
outbound,tcp,12014,44.86.19.137-177.243.226.208
outbound,tcp,36503,93.213.67.219
outbound,udp,4715,81.155.234.62-120.123.254.83
outbound,tcp,3947-51576,176.106.13.144
inbound,udp,60907-48799,133.13.17.7
inbound,udp,5745,212.19.67.220
inbound,tcp,54460,226.68.159.23
outbound,tcp,5902,13.213.234.214
outbound,tcp,35568,211.208.54.80
outbound,tcp,42762,65.98.255.247-147.189.124.154
inbound,tcp,28902,94.209.30.139-104.180.184.189
inbound,tcp,59026-64683,185.134.60.173-103.112.74.158
outbound,udp,59133-45188,102.25.57.60
inbound,udp,56086-50441,76.151.227.120-159.104.95.30
inbound,udp,37228,43.151.242.125-84.183.127.106
outbound,udp,12161,90.40.161.206
inbound,udp,51782-52095,127.229.129.138
outbound,udp,57301,33.174.237.56-102.205.43.154
inbound,udp,47731,38.210.113.184
outbound,udp,33657,19.162.68.147
outbound,udp,21205-45467,198.97.154.211
outbound,tcp,45072,196.122.137.150-81.146.151.22
outbound,udp,26706,177.93.50.140-210.12.193.69
outbound,tcp,64982,68.133.89.132
inbound,udp,38688-16156,75.143.48.192
outbound,tcp,5801,65.154.130.78-213.59.47.155
outbound,udp,59141-43631,12.145.118.2-48.32.34.47
outbound,tcp,14155-24065,205.129.120.244-74.66.52.110
inbound,tcp,4954-27603,195.243.254.221
inbound,tcp,1372,192.85.212.117
outbound,tcp,25772-42284,112.129.103.198
inbound,udp,21844-48469,86.182.136.135
outbound,udp,243-16139,204.216.156.54-183.191.170.61
outbound,tcp,33288,31.16.124.172-167.102.94.50
inbound,udp,10811-3879,218.240.90.115
inbound,udp,742-23874,214.192.141.164
inbound,udp,16666-15148,31.152.1.169
outbound,udp,33205,212.165.24.214
inbound,udp,31039,185.176.151.207-232.191.162.109
inbound,udp,35153,224.171.71.176
inbound,tcp,31565,132.206.94.107
inbound,udp,44994,173.3.206.210
outbound,tcp,39355,165.183.72.56
inbound,udp,5528-20227,252.237.64.117
outbound,udp,23604,153.53.91.109
inbound,tcp,34681,189.1.50.85-227.185.46.66
outbound,udp,14214-20254,172.103.157.224-176.215.76.66
inbound,tcp,48925-32016,90.209.207.60-12.64.223.233
outbound,udp,19252-47778,107.250.71.88
outbound,udp,38464-65364,236.191.171.134
outbound,udp,62538,176.109.176.221
inbound,udp,24736-13343,98.86.70.251-17.134.238.118
outbound,tcp,17820,177.43.166.249
outbound,udp,30050-17413,45.220.231.2
outbound,tcp,17657-8449,237.208.48.223
outbound,tcp,48443-10389,174.98.97.28
inbound,tcp,19292-1068,203.40.193.226-172.11.62.42
inbound,udp,52997-22261,151.197.36.239-178.215.206.103
outbound,tcp,44637-61688,9.167.16.170-166.26.132.161
inbound,udp,14272,180.10.186.174
outbound,tcp,44265-63880,122.133.154.50-62.5.153.57
outbound,tcp,64876,148.123.165.248-44.81.62.142
outbound,udp,35766-42606,213.142.20.100
inbound,udp,34196-25316,87.246.10.202
inbound,tcp,7825-29438,121.91.133.223
outbound,udp,50542,141.45.140.234-76.55.139.138
inbound,udp,32866-26089,37.61.113.86-53.106.134.72
inbound,udp,35809-21999,66.129.231.182-47.165.227.123
inbound,udp,6594-57207,223.110.201.23-69.254.39.59
inbound,udp,27085,132.40.55.102-88.80.105.41
outbound,tcp,62760,134.229.109.186
outbound,udp,26498,213.20.23.196
outbound,tcp,38581-16440,60.10.110.177-171.117.17.42
inbound,udp,59328,98.159.164.38-141.61.27.194
outbound,udp,57675,53.175.73.155-168.59.83.45
inbound,tcp,8395-58046,234.20.89.235-242.143.25.75
outbound,tcp,58054-24904,39.226.254.22-174.169.144.241
outbound,tcp,60501,105.70.144.201-207.58.53.21
outbound,tcp,30239,166.235.235.103-254.164.82.144
outbound,udp,48729-4215,80.14.157.187
inbound,udp,55146-29524,233.51.68.153
inbound,tcp,2471-17833,124.220.26.4
inbound,tcp,27086,25.82.61.159-64.144.75.19
inbound,udp,48711,111.41.24.90-187.51.112.209
outbound,udp,13100,245.164.55.72-56.129.109.234
inbound,udp,5509,200.127.243.70-180.76.89.177
outbound,udp,11330,147.217.160.172
outbound,udp,9057-37012,150.240.67.221-249.60.217.243
outbound,tcp,60740-23071,127.154.83.4
inbound,udp,38174,162.107.150.151
inbound,udp,12013-9829,17.71.228.88
outbound,udp,27291-42925,218.122.186.97
outbound,udp,30562-2923,1.194.85.98
inbound,udp,12125,40.183.71.128
outbound,tcp,16740-2899,156.47.73.170
outbound,udp,55632-61241,225.249.233.231
inbound,tcp,57597,100.202.0.76
inbound,tcp,16534-2482,215.85.145.76
inbound,udp,30533,65.199.24.179-56.142.85.23
outbound,tcp,57708,164.216.187.233-33.195.140.108
outbound,udp,56829-36897,135.72.212.121
outbound,udp,37392,31.184.150.247-65.111.225.66
inbound,udp,27799-37024,232.224.29.224-95.36.145.174
inbound,tcp,63833,32.89.170.68-47.217.174.86
outbound,tcp,39530-48815,33.102.237.31
outbound,udp,61128-43343,154.86.174.59-168.75.40.219
outbound,tcp,2622,251.195.253.184-84.22.169.132
outbound,udp,45028,135.59.235.202
outbound,tcp,20098-35962,173.180.12.5-140.96.104.70
inbound,udp,61731,114.135.99.106
outbound,tcp,61810-31966,222.125.46.45
outbound,udp,39743-13221,206.3.233.36
inbound,udp,46319,86.6.134.137
inbound,udp,57307-50321,40.219.119.245-223.153.23.3
outbound,udp,1157,146.132.225.54
outbound,tcp,16160-13714,16.35.215.110
outbound,udp,5503,220.85.42.141
outbound,tcp,15445,235.247.16.240
inbound,tcp,46184,129.39.55.34
inbound,tcp,6645-64779,91.37.60.71
outbound,tcp,50994,93.68.159.9
inbound,udp,452,53.139.86.157
outbound,tcp,28518-62261,8.30.170.229
inbound,tcp,7466-60503,114.27.126.81
inbound,tcp,18701-41494,175.190.139.162-85.214.86.118
inbound,udp,47068,84.124.64.203
inbound,tcp,51961,101.141.52.237
inbound,udp,30089-7502,81.83.106.249-158.88.99.109
outbound,udp,44448-39346,109.193.39.174
outbound,udp,58443,80.101.255.223-139.248.193.177
outbound,udp,30282-7166,250.21.244.2
outbound,tcp,20177-17765,35.54.227.167
inbound,tcp,26685,55.30.154.112-100.197.194.26
inbound,udp,41232-65111,50.37.167.228
inbound,udp,46041-53565,110.90.135.126
outbound,tcp,20648-58980,112.217.175.99-128.133.250.39
inbound,tcp,26262,106.15.223.199-208.14.124.78
inbound,udp,43014,14.118.206.48-26.188.211.196
outbound,udp,38110,42.213.23.123
inbound,udp,36548,154.1.84.46
outbound,tcp,29615,164.16.55.65
inbound,udp,10238-16532,18.252.38.101-31.19.22.124
inbound,tcp,49270,118.202.40.187-50.233.185.218
outbound,tcp,60068,149.249.189.174-94.88.190.113
outbound,udp,12360,35.137.96.237
outbound,udp,33643-16288,67.89.135.41
outbound,tcp,40931,32.220.2.218-222.18.0.160
inbound,tcp,59455,82.19.72.182
outbound,tcp,15365,78.226.7.114-156.219.214.58
inbound,udp,22430,225.236.165.155-51.132.195.228
outbound,tcp,33814-42900,67.241.206.154-85.191.102.126
inbound,tcp,62438,19.224.130.202
outbound,tcp,34273,24.203.70.246
outbound,tcp,34908-49442,60.56.242.128-253.198.242.103
outbound,tcp,59111,24.242.212.107
outbound,tcp,23372-11029,15.53.30.204
outbound,tcp,29835-52930,169.49.72.142
outbound,udp,10917,51.121.144.128-106.224.34.198
outbound,tcp,21488,12.29.74.187-249.162.172.225
outbound,tcp,12728,93.107.146.176
inbound,tcp,17332,219.35.59.20
outbound,tcp,23648-27458,30.249.82.111-136.153.26.236
inbound,tcp,42540,80.181.115.16-198.118.142.56
inbound,tcp,25681-37176,249.138.88.221
outbound,tcp,46854-32392,122.156.132.1-162.229.250.121
outbound,tcp,22523-23948,229.175.194.136
inbound,tcp,50667-49024,108.222.167.25
inbound,tcp,55076,18.174.229.216-170.62.25.102
outbound,udp,41759,235.231.189.237-152.172.146.117
inbound,udp,5835-21640,166.170.83.55
inbound,tcp,44590-16572,169.158.125.173
inbound,tcp,63513,31.236.105.220-153.48.4.72
outbound,tcp,39798-59864,179.204.159.201
outbound,tcp,57067,142.163.225.112
outbound,udp,41550,217.16.59.167-202.35.5.11
inbound,tcp,48202,141.86.105.75
inbound,udp,29526-48630,208.206.247.243
inbound,udp,10820-16264,98.200.57.5-150.110.55.81
outbound,tcp,48959,157.33.90.77-127.13.205.15
outbound,udp,30940-285,8.85.14.101-92.51.37.251
inbound,udp,44046-43058,85.32.41.18
inbound,tcp,6540-24599,126.36.13.247
inbound,udp,27693,185.113.155.229
inbound,udp,56054-57696,216.86.39.11-46.53.27.207
inbound,tcp,34631,215.99.70.171
inbound,udp,14618-63396,241.117.197.92
outbound,udp,9246-24509,242.50.108.60-119.28.36.111
inbound,tcp,9120,36.247.27.198
outbound,udp,47246-56608,46.35.100.191-170.119.80.0
outbound,udp,10890,41.208.27.227
outbound,udp,10321-64716,180.139.136.198-4.219.97.33
outbound,tcp,21691,105.252.220.164
inbound,udp,53498-62482,146.86.39.69-244.117.211.141
outbound,tcp,35397-34204,201.220.60.192
inbound,udp,11247,29.53.35.202-67.93.6.174
outbound,tcp,50525,122.254.150.166-14.53.20.18
inbound,tcp,46781-43753,91.14.197.9-241.88.70.104
outbound,udp,28378,41.146.250.116
inbound,tcp,23593,144.62.216.89-80.135.5.75
outbound,udp,59599-47432,255.130.222.190-30.112.136.194
inbound,tcp,2376-63559,21.133.230.10
inbound,tcp,7623-11062,85.121.82.21-107.246.239.250
inbound,tcp,61107,130.218.120.49
inbound,tcp,38538,204.46.201.41-83.24.50.74
inbound,tcp,14219-19195,68.74.121.67
inbound,tcp,27975,254.1.208.116
inbound,tcp,55835-27486,214.194.116.93
outbound,tcp,56569-38122,0.39.193.186-227.57.38.211
outbound,tcp,42806,141.138.147.193-77.6.103.207
outbound,udp,26621-42732,85.181.251.100
inbound,udp,48018,201.244.94.187
outbound,tcp,33118,46.89.190.100
outbound,tcp,25188,155.93.79.14-58.199.82.123
outbound,udp,64795-48341,97.187.95.100
outbound,tcp,60449-34005,88.16.137.181-36.253.3.76
inbound,tcp,65109,226.16.77.90-253.74.245.181
outbound,udp,18830-35938,60.22.19.117-29.95.45.137
outbound,tcp,12498-65066,253.76.247.115-240.54.189.181
outbound,tcp,47380,255.0.150.233
inbound,tcp,7558,200.218.124.125-78.140.168.67
inbound,udp,54158,190.71.41.165
outbound,tcp,60906,55.7.237.139-34.82.0.161
outbound,udp,62364-57277,172.206.219.32-226.231.107.89
outbound,udp,19643-2146,43.100.56.221
outbound,udp,21045,66.164.150.72
inbound,udp,27304-25726,141.134.104.46
outbound,udp,47092-60353,143.121.158.232-13.169.9.58
outbound,udp,31496-58816,133.57.160.217
outbound,udp,32804,79.73.241.177-1.140.186.50
inbound,udp,53501,122.211.177.215-203.3.240.111
outbound,tcp,36131,97.202.156.170
inbound,udp,28209,52.164.82.182-226.171.13.231
outbound,tcp,15133,129.245.119.254-241.76.167.155
outbound,udp,46382,251.218.235.193-31.255.240.97
outbound,udp,39343-48562,68.4.87.175-166.235.165.152
inbound,tcp,7439,233.240.58.214-88.31.172.116
outbound,udp,31464,71.69.242.217-161.223.54.232
inbound,tcp,20738-4124,54.9.204.93-212.30.166.243
outbound,udp,33223,54.92.40.1
outbound,tcp,43278-20558,125.207.74.126
inbound,udp,29585-30015,69.127.65.159
inbound,udp,13640-20337,68.227.216.210-15.148.129.243
outbound,udp,6576-56730,218.81.109.146
outbound,tcp,5857-25367,130.5.204.22-189.43.159.104
inbound,tcp,51270-11592,1.108.13.245
outbound,tcp,38234-36799,70.150.183.240-110.182.44.209
outbound,udp,8152-16264,136.61.185.237-80.157.71.209
inbound,udp,19062,248.138.47.155-93.146.67.77
outbound,udp,2450-33736,29.255.92.184-1.146.204.183
outbound,tcp,16418-24281,198.104.58.176-219.175.86.75
inbound,tcp,3394,191.73.131.3
inbound,udp,15908,16.145.214.133
outbound,udp,62200,169.12.209.76
inbound,udp,27322-20634,106.247.143.188
inbound,udp,20897,255.170.223.3-87.254.25.39
outbound,udp,50831,197.218.252.41
inbound,tcp,22123,148.34.16.77-108.136.24.92
inbound,tcp,41983,66.47.130.1-121.14.254.186
outbound,udp,57376,28.79.180.50
inbound,udp,52218-36722,54.100.248.215
inbound,tcp,27914-13207,117.185.38.67-190.129.44.240
inbound,udp,13291,192.122.152.17
outbound,udp,28058-30210,6.13.23.124
inbound,tcp,4623-14802,57.206.139.248
outbound,tcp,65185-33219,97.229.151.171
outbound,udp,52333-51854,117.42.103.4-29.146.43.151
inbound,udp,15674-26776,7.134.4.230
outbound,udp,62665,70.31.244.150
inbound,tcp,42455-36364,183.40.97.135
inbound,udp,53064-40531,250.254.203.81
outbound,tcp,47581,240.62.20.53
inbound,tcp,41387-38502,142.88.176.153-234.79.136.102
outbound,tcp,52208-43034,110.98.253.180
outbound,tcp,32143-43752,207.144.228.247
outbound,udp,6429-40489,158.121.176.113-149.199.238.149
outbound,tcp,47698,39.229.14.244-47.118.193.40
inbound,udp,19421-42291,214.44.229.179-35.147.10.246
outbound,tcp,26537,11.236.38.116
inbound,udp,34893,134.39.0.225
inbound,tcp,59627,93.159.155.111-155.23.180.210
inbound,udp,51469-11552,73.73.56.44
inbound,tcp,57530-59024,131.97.118.127-106.124.99.121
inbound,udp,39853,158.214.208.27-154.98.93.195
inbound,udp,27665,68.110.48.46-36.84.145.169
outbound,tcp,4782,204.125.142.228-179.125.101.203
inbound,tcp,62998-30142,172.80.201.203
outbound,udp,63742-54060,230.101.217.60
inbound,tcp,1929-31766,52.188.247.35-31.247.238.148
inbound,udp,18061-36478,249.72.127.222
outbound,tcp,41459-21257,4.246.16.156
inbound,tcp,5554-20160,24.135.255.139-247.200.215.103
outbound,udp,43002,246.66.74.105
inbound,tcp,19863,78.154.49.88-24.3.28.5
outbound,tcp,6574,89.15.16.31-171.6.39.250
inbound,udp,41698,73.29.21.4-124.135.4.138
inbound,udp,61727,195.120.97.219-177.175.112.157
inbound,tcp,5706-65269,86.43.73.231
inbound,tcp,31852,61.164.181.24
outbound,udp,37688,153.77.116.199
outbound,udp,18773-61255,36.227.89.102-240.97.116.228
outbound,tcp,32502,66.117.184.225-50.213.221.138
outbound,tcp,7746-62386,61.154.170.188
inbound,udp,5413,148.198.192.198
inbound,udp,1579-43226,124.120.110.101
inbound,udp,26918-4608,113.123.112.220-80.147.148.106
outbound,udp,39929-58184,200.44.85.60
inbound,tcp,46853,3.157.253.206
outbound,udp,58213-31931,27.191.90.239-109.240.244.187
inbound,udp,25558,181.23.95.255-140.167.72.255
inbound,tcp,305-58759,129.57.223.71
outbound,udp,2454,210.3.152.67-97.23.44.213
inbound,tcp,60936-20926,76.216.228.62-111.51.19.105
inbound,udp,4338,12.62.214.182-38.1.189.96
